Bn;Un;Ln;Cn;Dn;Dn-Cn;n;k
583;24624;8;784768;1077785;293017;67000;18;
220;24570;7;871251;926476;55225;67000;19;
142;24698;8;693840;797190;103350;67000;20;
316;24763;8;793740;906746;113006;67000;21;
487;24688;7;754720;916537;161817;67000;22;
387;24621;7;739693;884818;145125;67000;23;
472;24652;7;746249;930589;184340;67000;24;
274;24584;7;766833;926877;160044;67000;25;
28;24657;7;878319;1084286;205967;67000;26;
167;24675;7;760318;993903;233585;67000;27;
143;24658;7;824932;855890;30958;67000;28;
307;24554;9;732149;893797;161648;67000;29;
128;24831;7;811834;966115;154281;67000;30;
544;24693;7;779283;1041936;262653;67000;31;
111;24724;7;727161;995259;268098;67000;32;
246;24664;8;810101;931250;121149;67000;33;
213;24577;8;758860;974327;215467;67000;34;
322;24741;7;728896;953761;224865;67000;35;
246;24604;9;860880;1104831;243951;67000;36;
314;24536;7;728105;1026524;298419;67000;37;
182;24614;7;802438;975063;172625;67000;38;
478;24644;8;860508;901647;41139;67000;39;
240;24652;8;678669;881594;202925;67000;40;
185;24733;7;770605;867846;97241;67000;41;
415;24625;9;727368;864551;137183;67000;42;
877;24754;7;936205;1050662;114457;67000;43;
145;24567;7;732393;906999;174606;67000;44;
531;24629;7;752167;926858;174691;67000;45;
414;24731;8;929701;972520;42819;67000;46;
609;24646;7;808657;1023408;214751;67000;47;
226;24616;7;805016;1083463;278447;67000;48;
739;24697;7;781747;1094850;313103;67000;49;
167;25030;8;814668;979721;165053;68000;0;
519;25070;8;905321;1065356;160035;68000;1;
228;24990;7;735914;892702;156788;68000;2;
306;24946;8;678317;911847;233530;68000;3;
603;24915;7;899289;962430;63141;68000;4;
366;24793;7;760014;893630;133616;68000;5;
237;24912;8;848912;961739;112827;68000;6;
171;24978;7;799336;1027555;228219;68000;7;
235;25013;7;736855;954783;217928;68000;8;
188;24985;7;802334;848275;45941;68000;9;
395;24909;7;696330;954682;258352;68000;10;
525;25023;7;800792;951967;151175;68000;11;
447;24970;7;776408;962424;186016;68000;12;
133;25118;9;710666;855218;144552;68000;13;
569;24905;7;914921;1125147;210226;68000;14;
441;25014;7;851818;956382;104564;68000;15;
184;25051;8;752499;1045899;293400;68000;16;
275;24810;8;835652;1063987;228335;68000;17;
126;25041;9;754575;1035097;280522;68000;18;
259;24968;7;725059;927598;202539;68000;19;
294;25040;7;759425;939278;179853;68000;20;
365;25062;8;739946;1134802;394856;68000;21;
352;25070;8;717048;1087768;370720;68000;22;
598;24931;7;733608;952578;218970;68000;23;
86;24962;7;846169;1063876;217707;68000;24;
271;24967;7;1069710;1091859;22149;68000;25;
51;24983;7;741514;909795;168281;68000;26;
190;24943;7;845684;1140161;294477;68000;27;
170;24809;8;729826;1001818;271992;68000;28;
904;24975;8;716408;933359;216951;68000;29;
664;24981;8;834986;1012039;177053;68000;30;
112;24910;8;754504;836939;82435;68000;31;
210;24952;8;810947;998683;187736;68000;32;
640;24933;8;875802;965861;90059;68000;33;
515;25068;7;712013;840420;128407;68000;34;
477;24991;8;823016;1082993;259977;68000;35;
179;24988;7;728440;907108;178668;68000;36;
161;25065;8;860763;955446;94683;68000;37;
201;24998;8;799360;933658;134298;68000;38;
397;25051;8;858587;901265;42678;68000;39;
279;25180;8;748633;995533;246900;68000;40;
762;25112;8;932525;1032608;100083;68000;41;
256;25068;8;799244;940960;141716;68000;42;
530;24997;8;1041977;1073933;31956;68000;43;
300;25186;7;792117;894252;102135;68000;44;
253;25107;8;826603;930847;104244;68000;45;
401;25068;7;692066;924639;232573;68000;46;
415;24927;8;694350;991331;296981;68000;47;
365;24975;8;781826;949172;167346;68000;48;
234;25078;9;732729;947105;214376;68000;49;
415;25333;8;779320;850459;71139;69000;0;
146;25295;8;857767;996643;138876;69000;1;
147;25437;7;772923;883383;110460;69000;2;
83;25510;8;794631;1037176;242545;69000;3;
173;25467;10;855123;1064670;209547;69000;4;
569;25251;8;732098;1086136;354038;69000;5;
251;25483;7;870613;1015799;145186;69000;6;
358;25214;7;776551;945476;168925;69000;7;
192;25414;9;884252;895155;10903;69000;8;
184;25268;7;740407;934685;194278;69000;9;
408;25392;8;827265;970477;143212;69000;10;
154;25450;8;853179;990086;136907;69000;11;
252;25387;9;818826;938233;119407;69000;12;
693;25444;7;866159;923856;57697;69000;13;
344;25237;8;689815;956852;267037;69000;14;
514;25397;8;982529;1041214;58685;69000;15;
229;25292;9;998888;1003437;4549;69000;16;
474;25356;8;853885;1179903;326018;69000;17;
487;25342;8;764732;1087490;322758;69000;18;
450;25323;8;823501;884479;60978;69000;19;
411;25344;7;728710;1019019;290309;69000;20;
274;25529;7;790693;1554773;764080;69000;21;
562;25398;9;721598;967059;245461;69000;22;
549;25366;7;743515;816217;72702;69000;23;
478;25405;8;775556;1097180;321624;69000;24;
438;25294;8;715351;956049;240698;69000;25;
244;25356;7;820503;1063903;243400;69000;26;
74;25423;8;866211;1066940;200729;69000;27;
181;25378;7;778313;871535;93222;69000;28;
333;25284;7;790182;999061;208879;69000;29;
590;25271;8;809228;1060293;251065;69000;30;
306;25419;8;791872;1023993;232121;69000;31;
470;25283;6;756233;913431;157198;69000;32;
266;25377;7;751007;843215;92208;69000;33;
526;25431;8;661442;922128;260686;69000;34;
548;25241;8;827027;912288;85261;69000;35;
311;25390;8;809447;1025364;215917;69000;36;
264;25340;7;841165;1004999;163834;69000;37;
101;25319;8;772144;956836;184692;69000;38;
351;25374;8;761140;929703;168563;69000;39;
527;25301;8;834493;908292;73799;69000;40;
475;25274;8;678843;923172;244329;69000;41;
349;25312;8;792410;1051035;258625;69000;42;
235;25438;7;758727;1167803;409076;69000;43;
163;25466;8;828942;1188735;359793;69000;44;
438;25346;7;716149;1044358;328209;69000;45;
145;25251;7;789763;862289;72526;69000;46;
225;25315;8;859558;1101110;241552;69000;47;
452;25323;8;810595;899768;89173;69000;48;
312;25412;7;667360;967331;299971;69000;49;
589;25762;7;947458;1070047;122589;70000;0;
149;25801;8;827936;953309;125373;70000;1;
376;25751;7;767893;941014;173121;70000;2;
83;25670;7;846947;1012274;165327;70000;3;
284;25680;7;877020;1069105;192085;70000;4;
362;25596;7;790531;1225537;435006;70000;5;
344;25783;8;1017911;1041247;23336;70000;6;
372;25726;7;900010;1108494;208484;70000;7;
200;25734;8;959732;980517;20785;70000;8;
138;25636;8;768914;903401;134487;70000;9;
235;25757;7;702221;869330;167109;70000;10;
324;25840;7;850211;922076;71865;70000;11;
371;25778;7;775197;988615;213418;70000;12;
279;25803;8;834697;1002791;168094;70000;13;
295;25613;7;858175;1086928;228753;70000;14;
273;25739;7;779807;946172;166365;70000;15;
581;25597;8;1158813;1201065;42252;70000;16;
732;25615;7;923715;968536;44821;70000;17;
450;25763;8;779383;989223;209840;70000;18;
612;25616;8;851168;990009;138841;70000;19;
117;25680;7;774571;928343;153772;70000;20;
49;25825;7;785301;989841;204540;70000;21;
392;25705;8;770099;968930;198831;70000;22;
458;25673;8;894417;1238692;344275;70000;23;
512;25922;7;790237;947844;157607;70000;24;
582;25918;8;750663;915546;164883;70000;25;
225;25690;9;1021267;1177046;155779;70000;26;
11;25624;9;935548;1018515;82967;70000;27;
304;25821;7;696494;1077802;381308;70000;28;
388;25784;7;775237;919834;144597;70000;29;
349;25800;9;764340;1188191;423851;70000;30;
202;25724;8;775812;991077;215265;70000;31;
589;25672;7;915481;1038603;123122;70000;32;
674;25684;7;848684;999141;150457;70000;33;
628;25650;8;841109;1020819;179710;70000;34;
330;25650;7;842554;901607;59053;70000;35;
288;25840;9;734273;958078;223805;70000;36;
640;25707;8;775979;964853;188874;70000;37;
321;25834;8;771618;954989;183371;70000;38;
491;25724;7;796382;819403;23021;70000;39;
292;25696;9;798547;944728;146181;70000;40;
62;25718;7;841558;1070102;228544;70000;41;
451;25782;8;800903;923327;122424;70000;42;
336;25745;8;798218;1142175;343957;70000;43;
414;25751;8;678265;869593;191328;70000;44;
243;25702;7;869295;1074115;204820;70000;45;
378;25563;8;808699;964796;156097;70000;46;
732;25871;7;812521;994572;182051;70000;47;
647;25836;8;703211;1070611;367400;70000;48;
508;25629;8;960664;1062161;101497;70000;49;
420;26167;8;808081;1058935;250854;71000;0;
389;26088;7;756373;1046230;289857;71000;1;
380;26178;7;747079;952794;205715;71000;2;
160;26148;7;1163311;1393380;230069;71000;3;
167;26196;7;807083;951689;144606;71000;4;
443;26007;8;919349;943321;23972;71000;5;
116;26181;8;726936;859607;132671;71000;6;
591;26157;9;773096;969953;196857;71000;7;
271;26200;8;802381;905915;103534;71000;8;
305;26098;8;799914;1032143;232229;71000;9;
331;26245;7;797684;1087897;290213;71000;10;
323;26067;8;832393;1262000;429607;71000;11;
580;26037;8;779540;941159;161619;71000;12;
471;26152;7;897366;1176595;279229;71000;13;
269;26060;7;745668;930346;184678;71000;14;
268;26109;8;794904;1021280;226376;71000;15;
520;26170;7;756756;1051089;294333;71000;16;
313;26246;7;719373;1063914;344541;71000;17;
250;26185;7;790624;935526;144902;71000;18;
407;26043;8;759201;942926;183725;71000;19;
385;26073;7;838588;1016674;178086;71000;20;
180;26232;7;756501;915779;159278;71000;21;
265;26191;8;701933;1029457;327524;71000;22;
289;26073;7;780398;1020176;239778;71000;23;
158;26135;8;843597;996522;152925;71000;24;
760;25918;7;928580;1060530;131950;71000;25;
91;26121;8;772946;1076129;303183;71000;26;
393;26178;7;753081;934678;181597;71000;27;
537;26163;7;842713;880199;37486;71000;28;
715;26101;8;920537;1377813;457276;71000;29;
464;26166;7;818046;942573;124527;71000;30;
95;26008;8;756003;1003783;247780;71000;31;
376;26094;7;832372;947016;114644;71000;32;
275;26161;7;768516;923553;155037;71000;33;
130;26141;8;924378;987446;63068;71000;34;
426;26151;8;781712;905225;123513;71000;35;
312;26158;8;727473;1112742;385269;71000;36;
439;26195;7;785180;957300;172120;71000;37;
444;26049;8;888559;969707;81148;71000;38;
218;26267;7;732091;953283;221192;71000;39;
241;26180;7;922498;926820;4322;71000;40;
308;26158;8;750821;1027216;276395;71000;41;
272;26039;7;841937;1032218;190281;71000;42;
450;26165;7;929303;1019749;90446;71000;43;
148;26120;8;745209;1006492;261283;71000;44;
694;26151;9;960670;1180461;219791;71000;45;
119;26141;8;753994;966803;212809;71000;46;
279;26194;7;784491;938824;154333;71000;47;
350;26208;8;794860;1121046;326186;71000;48;
331;26268;7;937326;1068662;131336;71000;49;
497;26508;9;761181;870420;109239;72000;0;
109;26443;9;731733;917707;185974;72000;1;
149;26319;7;926670;1075825;149155;72000;2;
622;26520;8;918003;1170997;252994;72000;3;
198;26514;7;813832;923490;109658;72000;4;
312;26419;9;877727;924110;46383;72000;5;
264;26483;8;774387;1034787;260400;72000;6;
148;26565;7;801831;1088698;286867;72000;7;
405;26447;8;894452;932365;37913;72000;8;
572;26571;8;838398;1050561;212163;72000;9;
438;26500;8;906083;991215;85132;72000;10;
415;26568;9;908686;1039954;131268;72000;11;
276;26524;7;872967;979403;106436;72000;12;
232;26480;7;801812;961961;160149;72000;13;
368;26513;7;943938;1045849;101911;72000;14;
698;26413;8;750331;995400;245069;72000;15;
505;26569;8;879130;1026513;147383;72000;16;
362;26510;7;846085;1064983;218898;72000;17;
157;26460;9;829532;1022691;193159;72000;18;
322;26490;7;999373;1127657;128284;72000;19;
455;26450;8;881585;1022100;140515;72000;20;
573;26541;8;861889;1026818;164929;72000;21;
46;26640;8;908315;1094055;185740;72000;22;
235;26431;8;863667;953608;89941;72000;23;
316;26643;8;781970;955245;173275;72000;24;
481;26531;8;839470;996155;156685;72000;25;
202;26431;9;818492;1112659;294167;72000;26;
60;26405;8;903467;1006136;102669;72000;27;
293;26375;7;777237;1065715;288478;72000;28;
202;26529;8;749422;907287;157865;72000;29;
359;26623;8;721312;1031896;310584;72000;30;
321;26359;8;937101;1031008;93907;72000;31;
527;26531;7;721933;928343;206410;72000;32;
300;26472;10;934663;956135;21472;72000;33;
465;26576;8;846856;1201225;354369;72000;34;
342;26438;8;958199;1079137;120938;72000;35;
858;26539;7;961571;1096247;134676;72000;36;
317;26489;8;922520;1052671;130151;72000;37;
527;26448;8;920169;1118125;197956;72000;38;
391;26507;7;889625;1110188;220563;72000;39;
553;26509;8;914307;1145612;231305;72000;40;
422;26377;7;718606;955073;236467;72000;41;
102;26647;8;813922;964030;150108;72000;42;
495;26544;8;914946;1095979;181033;72000;43;
423;26481;8;771344;930363;159019;72000;44;
636;26470;7;746446;1122597;376151;72000;45;
154;26490;8;782437;1182876;400439;72000;46;
82;26625;7;783390;901051;117661;72000;47;
521;26437;7;792766;1072618;279852;72000;48;
362;26503;8;767035;943976;176941;72000;49;
318;27015;10;916395;1067985;151590;73000;0;
179;26853;8;815163;1018554;203391;73000;1;
296;26806;7;932025;1015332;83307;73000;2;
385;26917;9;969172;1276216;307044;73000;3;
627;26887;7;951836;1192886;241050;73000;4;
759;26984;8;1006103;1067292;61189;73000;5;
122;26827;8;879662;1139210;259548;73000;6;
391;26943;7;846182;1143384;297202;73000;7;
635;26886;8;902887;1072818;169931;73000;8;
790;26874;7;949202;1118305;169103;73000;9;
221;26768;7;907274;1008618;101344;73000;10;
137;26960;8;934700;1068725;134025;73000;11;
526;26959;7;1174557;1226566;52009;73000;12;
39;26810;7;751965;1163932;411967;73000;13;
126;26783;8;850805;1113054;262249;73000;14;
589;26805;7;917947;1320320;402373;73000;15;
213;26830;7;830786;1014892;184106;73000;16;
343;26830;7;1199478;1289752;90274;73000;17;
578;26834;8;790493;1018100;227607;73000;18;
297;26755;8;900256;1050095;149839;73000;19;
274;26752;8;906418;932938;26520;73000;20;
876;26845;8;842074;1059845;217771;73000;21;
208;26770;8;877924;1194518;316594;73000;22;
632;26863;8;767774;1037019;269245;73000;23;
387;26897;8;862984;1233466;370482;73000;24;
136;26967;8;815766;1007622;191856;73000;25;
201;26870;8;774344;1192594;418250;73000;26;
135;26826;8;831520;961291;129771;73000;27;
429;26803;7;762536;1008824;246288;73000;28;
293;26827;7;831741;988693;156952;73000;29;
339;26638;8;827080;951848;124768;73000;30;
320;26971;8;838632;1016504;177872;73000;31;
193;26685;7;935067;1014910;79843;73000;32;
448;26869;7;754214;976333;222119;73000;33;
729;26890;8;880852;1101945;221093;73000;34;
493;26963;8;800514;1045176;244662;73000;35;
361;26815;8;930539;1142310;211771;73000;36;
404;26867;7;850059;1055314;205255;73000;37;
161;26805;8;1137319;1277498;140179;73000;38;
180;26841;8;820446;957891;137445;73000;39;
411;26899;8;930134;974631;44497;73000;40;
179;26721;7;897675;1073007;175332;73000;41;
237;26839;7;857767;1031209;173442;73000;42;
50;26976;7;772741;1371582;598841;73000;43;
310;26900;7;810872;1079274;268402;73000;44;
140;26880;7;842849;1119169;276320;73000;45;
468;26887;8;667352;1008030;340678;73000;46;
318;27001;7;832295;1138906;306611;73000;47;
496;26752;7;786726;966233;179507;73000;48;
395;26973;7;1003528;1402287;398759;73000;49;
478;27285;7;924343;1071813;147470;74000;0;
393;27273;9;867148;958672;91524;74000;1;
190;27105;7;777948;1133377;355429;74000;2;
241;27152;7;811405;1443360;631955;74000;3;
711;27282;8;834353;1076671;242318;74000;4;
203;27230;7;824461;1160030;335569;74000;5;
445;27246;7;1050831;1245243;194412;74000;6;
594;27097;8;792876;1093331;300455;74000;7;
321;27396;8;955287;1055653;100366;74000;8;
182;27246;8;874810;1075918;201108;74000;9;
356;27277;8;830820;1039987;209167;74000;10;
46;27055;7;738124;943251;205127;74000;11;
654;27257;8;913808;1114235;200427;74000;12;
107;27148;8;743679;984410;240731;74000;13;
413;27178;7;1117597;1207832;90235;74000;14;
435;27193;7;885954;991402;105448;74000;15;
478;27083;7;804769;1155341;350572;74000;16;
284;27374;7;783746;1002467;218721;74000;17;
204;27282;8;837854;1126938;289084;74000;18;
373;27146;7;820451;1114074;293623;74000;19;
591;27186;7;976049;1078067;102018;74000;20;
209;27384;8;813829;1043021;229192;74000;21;
482;27162;7;1122726;1138730;16004;74000;22;
232;27302;8;908651;1080409;171758;74000;23;
211;27311;9;785176;1122007;336831;74000;24;
225;27162;7;883781;1045434;161653;74000;25;
154;27175;7;813362;1024273;210911;74000;26;
173;27211;7;982675;1069242;86567;74000;27;
389;27131;7;793341;1021052;227711;74000;28;
137;27198;8;924520;1010244;85724;74000;29;
600;27254;8;702626;1234139;531513;74000;30;
184;27060;7;964088;1169279;205191;74000;31;
213;27286;7;855262;1111451;256189;74000;32;
485;27121;7;880635;977483;96848;74000;33;
126;27194;7;871876;1002008;130132;74000;34;
366;27060;8;796583;1023322;226739;74000;35;
408;27184;8;916079;1015181;99102;74000;36;
247;27410;7;704539;1173703;469164;74000;37;
216;27186;7;817141;1033442;216301;74000;38;
462;27243;8;917562;1159911;242349;74000;39;
272;27192;8;890646;1159917;269271;74000;40;
410;27037;7;716243;1030012;313769;74000;41;
129;27293;9;1100576;1313916;213340;74000;42;
169;27250;7;923976;1083593;159617;74000;43;
274;27208;8;838369;924886;86517;74000;44;
160;27369;8;797955;893001;95046;74000;45;
483;27235;8;720296;1020276;299980;74000;46;
461;27145;8;911374;1033577;122203;74000;47;
140;27270;8;966330;1019293;52963;74000;48;
566;27118;8;883346;1086580;203234;74000;49;
180;27545;7;772474;935773;163299;75000;0;
260;27526;8;899951;1077755;177804;75000;1;
189;27566;8;986328;1209159;222831;75000;2;
503;27650;7;990562;1047546;56984;75000;3;
164;27558;7;811126;1063320;252194;75000;4;
174;27613;8;847369;1041267;193898;75000;5;
388;27551;7;869105;1040070;170965;75000;6;
959;27580;7;850718;1096539;245821;75000;7;
90;27560;9;743842;995090;251248;75000;8;
306;27524;8;898500;1096602;198102;75000;9;
508;27615;8;890232;1147346;257114;75000;10;
864;27700;8;867193;1110956;243763;75000;11;
19;27755;8;783979;971798;187819;75000;12;
452;27770;8;893410;942470;49060;75000;13;
148;27663;8;885791;910555;24764;75000;14;
509;27588;8;901598;985949;84351;75000;15;
221;27589;7;845097;1046049;200952;75000;16;
179;27515;7;773584;1232603;459019;75000;17;
589;27638;7;917945;1232593;314648;75000;18;
249;27553;7;977186;1055148;77962;75000;19;
279;27586;8;902896;1106857;203961;75000;20;
138;27654;7;960963;1012795;51832;75000;21;
261;27682;7;860792;1044979;184187;75000;22;
534;27529;7;928316;1080714;152398;75000;23;
210;27581;7;821669;1056591;234922;75000;24;
303;27608;7;938999;951094;12095;75000;25;
235;27494;8;964195;1185822;221627;75000;26;
228;27712;8;1047793;1095016;47223;75000;27;
169;27533;8;1047747;1075090;27343;75000;28;
288;27581;8;922545;1085673;163128;75000;29;
331;27607;7;1007352;1116436;109084;75000;30;
130;27471;7;883669;1064782;181113;75000;31;
264;27747;8;783298;1264419;481121;75000;32;
371;27626;7;858472;1156181;297709;75000;33;
54;27641;8;854494;1048225;193731;75000;34;
436;27597;8;759670;1088191;328521;75000;35;
190;27609;8;907400;1275079;367679;75000;36;
